order_id,transaction_id,customer_id,product_id,category,amount,quantity,order_date,payment_method,customer_location,device_id,channel,shipping_date,delivery_status,return_status,return_request_date,return_reason,return_resolution,refund_amount,refund_date,customer_segment,customer_tenure_days,shipping_address_id,billing_address_id,abuse_label,abuse_type
ORD500014,TXN500014,CUST500006,BEA-1011,Beauty,284.62,1,2024-05-14,Net Banking,"Kolkata, West Bengal",DEV806514,Social Commerce,2024-05-16,Delivered,Not Returned,,,,,,Budget,1593,ADDR902674,ADDR902674,0,none
ORD500015,TXN500015,CUST500006,GRO-1084,Grocery,86.68,1,2024-06-23,UPI,"Kolkata, West Bengal",DEV806514,Mobile App,2024-06-24,Delivered,Not Returned,,,,,,Budget,1593,ADDR902674,ADDR902674,0,none
ORD500016,TXN500016,CUST500006,SPO-1002,Sports,3803.0,2,2024-10-29,Credit Card,"Kolkata, West Bengal",DEV806514,Mobile App,2024-11-02,Delivered,Not Returned,,,,,,Budget,1593,ADDR902674,ADDR906877,0,none
ORD500017,TXN500017,CUST500007,ELE-1024,Electronics,2086.32,1,2024-01-30,UPI,"Hyderabad, Telangana",DEV806635,Mobile App,2024-02-02,Delivered,Not Returned,,,,,,Budget,765,ADDR905333,ADDR905333,0,none
ORD500018,TXN500018,CUST500007,ACC-1007,Accessories,341.72,1,2024-04-21,UPI,"Hyderabad, Telangana",DEV806635,Website,2024-04-23,Delivered,Refunded,2024-05-04,Quality issue,refund,261.49,2024-05-08,Budget,765,ADDR905333,ADDR905333,0,none
ORD500019,TXN500019,CUST500007,FOO-1070,Footwear,3908.54,1,2024-07-28,Net Banking,"Hyderabad, Telangana",DEV806635,Marketplace,2024-07-29,Delivered,Not Returned,,,,,,Budget,765,ADDR905333,ADDR905333,0,none
ORD500020,TXN500020,CUST500007,ELE-1074,Electronics,3492.32,1,2024-10-23,UPI,"Hyderabad, Telangana",DEV806635,Mobile App,2024-10-26,Delivered,Not Returned,,,,,,Budget,765,ADDR905333,ADDR905333,0,none
ORD500021,TXN500021,CUST500008,FOO-1053,Footwear,829.39,1,2024-08-06,Net Banking,"Mysuru, Karnataka",DEV809785,Mobile App,2024-08-09,Delivered,Not Returned,,,,,,High Value,970,ADDR903045,ADDR903045,0,none
ORD500022,TXN500022,CUST500009,FOO-1041,Footwear,3742.14,2,2024-01-23,UPI,"Indore, Madhya Pradesh",DEV805803,Website,2024-01-26,Delivered,Not Returned,,,,,,Premium,191,ADDR906925,ADDR906925,0,none
ORD500023,TXN500023,CUST500009,FAS-1010,Fashion,2074.06,1,2024-03-23,Debit Card,"Indore, Madhya Pradesh",DEV805803,Website,2024-03-25,Delivered,Not Returned,,,,,,Premium,191,ADDR906925,ADDR906925,0,none
ORD500024,TXN500024,CUST500009,GRO-1078,Grocery,562.02,1,2024-07-07,Net Banking,"Indore, Madhya Pradesh",DEV805803,Marketplace,2024-07-11,Delivered,Not Returned,,,,,,Premium,191,ADDR906925,ADDR906925,0,none
ORD500025,TXN500025,CUST500010,FOO-1030,Footwear,3670.96,1,2024-04-09,Net Banking,"Guwahati, Assam",DEV801750,Social Commerce,2024-04-13,Delivered,Not Returned,,,,,,Mass Market,172,ADDR904733,ADDR904733,0,none
ORD500026,TXN500026,CUST500010,BEA-1072,Beauty,723.01,3,2024-10-21,Credit Card,"Guwahati, Assam",DEV801750,Mobile App,2024-10-22,Delivered,Not Returned,,,,,,Mass Market,172,ADDR904733,ADDR904733,0,none
ORD500027,TXN500027,CUST500011,HOM-1086,Home,2325.43,1,2024-04-27,Wallet,"Bengaluru, Karnataka",DEV804814,Website,2024-04-29,Delivered,Not Returned,,,,,,High Value,1781,ADDR902654,ADDR902654,0,none
ORD500028,TXN500028,CUST500011,SPO-1074,Sports,1583.84,1,2024-08-02,Credit Card,"Bengaluru, Karnataka",DEV804814,Social Commerce,2024-08-06,Delivered,Not Returned,,,,,,High Value,1781,ADDR902654,ADDR902654,0,none
ORD500029,TXN500029,CUST500011,HOM-1071,Home,2209.55,1,2024-08-17,UPI,"Bengaluru, Karnataka",DEV804814,Mobile App,2024-08-21,Delivered,Refunded,2024-08-22,Wrong product,refund,1730.29,2024-08-24,High Value,1781,ADDR902654,ADDR902654,0,none
ORD500030,TXN500030,CUST500012,BEA-1076,Beauty,1096.78,1,2024-03-06,Wallet,"Bhopal, Madhya Pradesh",DEV806977,Marketplace,2024-03-07,Delivered,Return Requested,2024-03-19,Late delivery,replacement,,,Budget,1331,ADDR903664,ADDR903664,0,none
ORD500031,TXN500031,CUST500012,ACC-1094,Accessories,1507.33,1,2024-06-30,Debit Card,"Bhopal, Madhya Pradesh",DEV806977,Website,2024-07-02,Delivered,Not Returned,,,,,,Budget,1331,ADDR903664,ADDR903664,0,none
ORD500032,TXN500032,CUST500012,ELE-1059,Electronics,1328.76,1,2024-07-17,Credit Card,"Bhopal, Madhya Pradesh",DEV806977,Website,2024-07-21,Delivered,Returned,2024-08-02,Product not as described,replacement,,,Budget,1331,ADDR903664,ADDR903664,0,none
ORD500033,TXN500033,CUST500012,BEA-1075,Beauty,516.29,1,2024-07-24,Credit Card,"Bhopal, Madhya Pradesh",DEV806977,Marketplace,2024-07-28,Delivered,Not Returned,,,,,,Budget,1331,ADDR903664,ADDR903664,0,none
ORD500034,TXN500034,CUST500012,HOM-1094,Home,2390.76,1,2024-08-04,Wallet,"Bhopal, Madhya Pradesh",DEV806977,Marketplace,2024-08-06,Delivered,Not Returned,,,,,,Budget,1331,ADDR903664,ADDR903664,0,none
ORD500035,TXN500035,CUST500013,ELE-1034,Electronics,2155.84,1,2024-02-20,UPI,"Kolkata, West Bengal",DEV805374,Mobile App,2024-02-21,Delivered,Not Returned,,,,,,Budget,1402,ADDR902169,ADDR902169,0,none
ORD500036,TXN500036,CUST500013,HOM-1077,Home,375.54,1,2024-03-25,Credit Card,"Kolkata, West Bengal",DEV805374,Mobile App,2024-03-26,Delivered,Not Returned,,,,,,Budget,1402,ADDR902169,ADDR902169,0,none
ORD500037,TXN500037,CUST500013,BEA-1074,Beauty,109.33,2,2024-05-25,UPI,"Kolkata, West Bengal",DEV805374,Mobile App,2024-05-29,Delivered,Not Returned,,,,,,Budget,1402,ADDR902169,ADDR902169,0,none
ORD500038,TXN500038,CUST500013,ACC-1057,Accessories,660.39,1,2024-06-09,Debit Card,"Kolkata, West Bengal",DEV805374,Marketplace,2024-06-13,Delivered,Returned,2024-06-16,Duplicate order,replacement,,,Budget,1402,ADDR902169,ADDR902169,0,none
ORD500039,TXN500039,CUST500013,SPO-1021,Sports,3665.47,1,2024-06-26,UPI,"Kolkata, West Bengal",DEV805374,Mobile App,2024-06-29,Delivered,Not Returned,,,,,,Budget,1402,ADDR902169,ADDR902169,0,none
ORD500040,TXN500040,CUST500014,SPO-1067,Sports,4042.16,1,2024-02-07,UPI,"Chennai, Tamil Nadu",DEV805010,Website,2024-02-10,Delivered,Not Returned,,,,,,Mass Market,1123,ADDR903677,ADDR903677,0,none
ORD500041,TXN500041,CUST500014,FAS-1029,Fashion,2862.79,1,2024-12-18,UPI,"Chennai, Tamil Nadu",DEV805010,Website,2024-12-20,Delivered,Refunded,2024-12-23,Damaged product,refund,2827.6,2024-12-25,Mass Market,1123,ADDR903677,ADDR903677,0,none
ORD500042,TXN500042,CUST500014,BEA-1023,Beauty,104.48,1,2024-12-27,Credit Card,"Chennai, Tamil Nadu",DEV805010,Mobile App,2024-12-28,Delivered,Not Returned,,,,,,Mass Market,1123,ADDR903677,ADDR903677,0,none
ORD500043,TXN500043,CUST500015,SPO-1030,Sports,2307.99,1,2024-04-30,UPI,"Pune, Maharashtra",DEV804598,Mobile App,2024-05-03,Delivered,Not Returned,,,,,,Mass Market,1340,ADDR906313,ADDR906313,0,none
ORD500044,TXN500044,CUST500015,GRO-1097,Grocery,617.95,1,2024-10-25,UPI,"Pune, Maharashtra",DEV804598,Mobile App,2024-10-28,Delivered,Not Returned,,,,,,Mass Market,1340,ADDR906313,ADDR906313,0,none
ORD500045,TXN500045,CUST500016,HOM-1091,Home,1242.13,1,2024-02-29,UPI,"Kochi, Kerala",DEV804752,Website,2024-03-02,Delivered,Not Returned,,,,,,High Value,144,ADDR901525,ADDR901525,0,none
ORD500046,TXN500046,CUST500016,ACC-1028,Accessories,1242.01,1,2024-08-05,UPI,"Kochi, Kerala",DEV804752,Mobile App,2024-08-09,Delivered,Not Returned,,,,,,High Value,144,ADDR901525,ADDR906295,0,none
ORD500047,TXN500047,CUST500017,GRO-1044,Grocery,428.75,2,2024-07-19,UPI,"Indore, Madhya Pradesh",DEV802084,Website,2024-07-20,Delivered,Not Returned,,,,,,High Value,578,ADDR904456,ADDR904456,0,none
ORD500048,TXN500048,CUST500017,HOM-1079,Home,1409.63,2,2024-08-14,UPI,"Indore, Madhya Pradesh",DEV802084,Social Commerce,2024-08-17,Delivered,Not Returned,,,,,,High Value,578,ADDR904456,ADDR904456,0,none
ORD500049,TXN500049,CUST500018,ELE-1021,Electronics,4395.08,1,2024-01-11,UPI,"Nashik, Maharashtra",DEV806155,Mobile App,2024-01-15,Delivered,Not Returned,,,,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500050,TXN500050,CUST500018,HOM-1002,Home,2290.04,1,2024-02-16,UPI,"Nashik, Maharashtra",DEV806155,Website,2024-02-17,Delivered,Not Returned,,,,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500051,TXN500051,CUST500018,ELE-1004,Electronics,3459.15,2,2024-06-19,UPI,"Nashik, Maharashtra",DEV806155,Mobile App,2024-06-21,Delivered,Not Returned,,,,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500052,TXN500052,CUST500018,FAS-1017,Fashion,1035.64,1,2024-06-29,Net Banking,"Nashik, Maharashtra",DEV806155,Website,2024-07-02,Delivered,Return Requested,2024-07-11,Damaged product,replacement,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500053,TXN500053,CUST500018,FAS-1095,Fashion,339.8,2,2024-07-13,Debit Card,"Nashik, Maharashtra",DEV806155,Mobile App,2024-07-17,Delivered,Not Returned,,,,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500054,TXN500054,CUST500018,FOO-1059,Footwear,3203.66,1,2024-12-26,Debit Card,"Nashik, Maharashtra",DEV806155,Mobile App,2024-12-28,Delivered,Not Returned,,,,,,Premium,1500,ADDR904483,ADDR904483,0,none
ORD500055,TXN500055,CUST500019,ELE-1090,Electronics,1755.74,1,2024-05-29,UPI,"Indore, Madhya Pradesh",DEV808517,Mobile App,2024-05-31,Delivered,Not Returned,,,,,,Mass Market,1346,ADDR903340,ADDR903340,0,none
ORD500056,TXN500056,CUST500019,GRO-1074,Grocery,953.88,2,2024-07-11,Debit Card,"Indore, Madhya Pradesh",DEV808517,Mobile App,2024-07-12,Delivered,Not Returned,,,,,,Mass Market,1346,ADDR903340,ADDR903340,0,none
ORD500057,TXN500057,CUST500019,SPO-1081,Sports,2276.43,1,2024-08-07,UPI,"Indore, Madhya Pradesh",DEV808517,Mobile App,2024-08-08,Delivered,Refunded,2024-08-16,Product not as described,refund,2005.2,2024-08-24,Mass Market,1346,ADDR903340,ADDR903340,0,none
ORD500058,TXN500058,CUST500020,GRO-1073,Grocery,345.88,1,2024-01-31,UPI,"Surat, Gujarat",DEV809830,Mobile App,2024-02-04,Delivered,Not Returned,,,,,,Budget,1555,ADDR905304,ADDR905304,0,none
ORD500059,TXN500059,CUST500020,BEA-1084,Beauty,1157.05,2,2024-04-29,Credit Card,"Surat, Gujarat",DEV809830,Mobile App,2024-05-01,Delivered,Not Returned,,,,,,Budget,1555,ADDR905304,ADDR905304,0,none
ORD500060,TXN500060,CUST500020,ELE-1002,Electronics,6019.51,1,2024-05-09,UPI,"Surat, Gujarat",DEV809830,Mobile App,2024-05-11,Delivered,Returned,2024-05-15,Quality issue,replacement,,,Budget,1555,ADDR905304,ADDR905304,0,none
ORD500061,TXN500061,CUST500020,GRO-1071,Grocery,520.43,1,2024-09-09,Credit Card,"Surat, Gujarat",DEV809830,Mobile App,2024-09-13,Delivered,Not Returned,,,,,,Budget,1555,ADDR905304,ADDR905304,0,none
ORD500062,TXN500062,CUST500021,FOO-1019,Footwear,2233.18,1,2024-05-30,UPI,"Patna, Bihar",DEV807543,Website,2024-06-02,Delivered,Refunded,2024-06-12,Late delivery,refund,1933.31,2024-06-20,Mass Market,1225,ADDR908002,ADDR908002,1,coordinated_address_abuse
ORD500063,TXN500063,CUST500021,SPO-1068,Sports,4190.09,1,2024-12-12,Net Banking,"Patna, Bihar",DEV807543,Mobile App,2024-12-16,Delivered,Return Requested,2024-12-24,Size issue,replacement,,,Mass Market,1225,ADDR908002,ADDR907820,1,coordinated_address_abuse
ORD500064,TXN500064,CUST500022,ACC-1045,Accessories,728.97,1,2024-02-18,Credit Card,"Ahmedabad, Gujarat",DEV809085,Mobile App,2024-02-20,Delivered,Return Requested,2024-02-24,Changed mind,replacement,,,Budget,1073,ADDR902489,ADDR902489,0,none
ORD500065,TXN500065,CUST500022,FOO-1083,Footwear,1658.92,2,2024-04-12,Wallet,"Ahmedabad, Gujarat",DEV809085,Website,2024-04-14,Delivered,Refunded,2024-04-18,Changed mind,refund,1381.12,2024-04-25,Budget,1073,ADDR902489,ADDR903497,0,none
ORD500066,TXN500066,CUST500022,FOO-1027,Footwear,3876.64,1,2024-10-02,Debit Card,"Ahmedabad, Gujarat",DEV809085,Marketplace,2024-10-04,Delivered,Not Returned,,,,,,Budget,1073,ADDR902489,ADDR904798,0,none
ORD500067,TXN500067,CUST500022,ELE-1001,Electronics,6070.24,1,2024-12-21,UPI,"Ahmedabad, Gujarat",DEV809085,Mobile App,2024-12-24,Delivered,Refunded,2025-01-01,Changed mind,refund,4918.07,2025-01-03,Budget,1073,ADDR902489,ADDR901855,0,none
ORD500068,TXN500068,CUST500023,ACC-1078,Accessories,774.48,2,2024-07-16,UPI,"Thiruvananthapuram, Kerala",DEV803504,Mobile App,2024-07-18,Delivered,Not Returned,,,,,,High Value,254,ADDR903621,ADDR903621,0,none
ORD500069,TXN500069,CUST500023,FOO-1033,Footwear,2931.99,2,2024-12-27,Credit Card,"Thiruvananthapuram, Kerala",DEV803504,Website,2024-12-28,Delivered,Not Returned,,,,,,High Value,254,ADDR903621,ADDR903621,0,none
ORD500070,TXN500070,CUST500024,ACC-1025,Accessories,1564.42,1,2024-01-13,Credit Card,"Patna, Bihar",DEV802040,Website,2024-01-17,Delivered,Not Returned,,,,,,High Value,1251,ADDR907304,ADDR907304,0,none
ORD500071,TXN500071,CUST500024,FAS-1043,Fashion,828.76,1,2024-07-06,UPI,"Patna, Bihar",DEV802040,Website,2024-07-07,Delivered,Not Returned,,,,,,High Value,1251,ADDR907304,ADDR907304,0,none
ORD500072,TXN500072,CUST500025,FAS-1091,Fashion,2047.49,1,2024-01-07,Credit Card,"Bhopal, Madhya Pradesh",DEV805119,Social Commerce,2024-01-10,Delivered,Return Requested,2024-01-20,Wrong product,replacement,,,Budget,1113,ADDR901188,ADDR901188,0,none
ORD500073,TXN500073,CUST500025,ACC-1014,Accessories,1031.57,1,2024-05-19,Net Banking,"Bhopal, Madhya Pradesh",DEV805119,Website,2024-05-20,Delivered,Not Returned,,,,,,Budget,1113,ADDR901188,ADDR901188,0,none
ORD500074,TXN500074,CUST500025,HOM-1016,Home,1808.25,1,2024-11-06,Net Banking,"Bhopal, Madhya Pradesh",DEV805119,Mobile App,2024-11-07,Delivered,Not Returned,,,,,,Budget,1113,ADDR901188,ADDR901188,0,none
ORD500075,TXN500075,CUST500026,BEA-1041,Beauty,1017.15,1,2024-05-22,UPI,"Hyderabad, Telangana",DEV809797,Website,2024-05-24,Delivered,Not Returned,,,,,,Mass Market,1426,ADDR905371,ADDR905371,0,none
ORD500076,TXN500076,CUST500026,SPO-1086,Sports,2444.45,2,2024-10-05,Credit Card,"Hyderabad, Telangana",DEV809797,Marketplace,2024-10-06,Delivered,Refunded,2024-10-11,Size issue,refund,2254.22,2024-10-15,Mass Market,1426,ADDR905371,ADDR909216,0,none
ORD500077,TXN500077,CUST500027,FOO-1090,Footwear,1312.92,1,2024-01-02,UPI,"Lucknow, Uttar Pradesh",DEV805808,Website,2024-01-03,Delivered,Not Returned,,,,,,High Value,258,ADDR908123,ADDR908123,0,none
ORD500078,TXN500078,CUST500027,ELE-1081,Electronics,5999.87,1,2024-11-21,UPI,"Lucknow, Uttar Pradesh",DEV805808,Mobile App,2024-11-22,Delivered,Not Returned,,,,,,High Value,258,ADDR908123,ADDR908123,0,none
ORD500079,TXN500079,CUST500028,ACC-1083,Accessories,254.42,1,2024-07-10,UPI,"Mumbai, Maharashtra",DEV805315,Marketplace,2024-07-12,Delivered,Not Returned,,,,,,Budget,1508,ADDR909201,ADDR909201,0,none
ORD500080,TXN500080,CUST500029,FOO-1025,Footwear,958.61,1,2024-07-13,UPI,"Ludhiana, Punjab",DEV805889,Mobile App,2024-07-16,Delivered,Refunded,2024-07-21,Changed mind,refund,857.64,2024-07-27,High Value,247,ADDR909317,ADDR909317,0,none
ORD500081,TXN500081,CUST500029,SPO-1022,Sports,3532.57,1,2024-12-27,Net Banking,"Ludhiana, Punjab",DEV805889,Website,2024-12-28,Delivered,Not Returned,,,,,,High Value,247,ADDR909317,ADDR909317,0,none
ORD500082,TXN500082,CUST500030,BEA-1037,Beauty,1491.26,1,2024-10-18,Debit Card,"Ahmedabad, Gujarat",DEV803646,Website,2024-10-20,Delivered,Not Returned,,,,,,Mass Market,795,ADDR909837,ADDR909837,0,none
ORD500083,TXN500083,CUST500031,BEA-1085,Beauty,461.5,1,2024-02-16,UPI,"Coimbatore, Tamil Nadu",DEV801009,Mobile App,2024-02-18,Delivered,Not Returned,,,,,,Premium,1116,ADDR906310,ADDR906310,0,none
ORD500084,TXN500084,CUST500031,SPO-1090,Sports,1832.2,1,2024-05-17,Credit Card,"Coimbatore, Tamil Nadu",DEV801009,Mobile App,2024-05-18,Delivered,Not Returned,,,,,,Premium,1116,ADDR906310,ADDR906310,0,none
ORD500085,TXN500085,CUST500031,FAS-1024,Fashion,728.63,1,2024-09-19,UPI,"Coimbatore, Tamil Nadu",DEV801009,Marketplace,2024-09-22,Delivered,Not Returned,,,,,,Premium,1116,ADDR906310,ADDR906310,0,none
ORD500086,TXN500086,CUST500032,ACC-1052,Accessories,1637.52,1,2024-01-12,Credit Card,"Hyderabad, Telangana",DEV806038,Mobile App,2024-01-16,Delivered,Not Returned,,,,,,Mass Market,773,ADDR904923,ADDR904923,0,none
ORD500087,TXN500087,CUST500033,GRO-1065,Grocery,335.16,3,2024-06-21,Net Banking,"Raipur, Chhattisgarh",DEV802290,Marketplace,2024-06-22,Delivered,Not Returned,,,,,,Budget,1191,ADDR902403,ADDR902403,0,none
ORD500088,TXN500088,CUST500033,GRO-1077,Grocery,613.42,1,2024-09-04,UPI,"Raipur, Chhattisgarh",DEV802290,Mobile App,2024-09-06,Delivered,Not Returned,,,,,,Budget,1191,ADDR902403,ADDR902403,0,none
ORD500089,TXN500089,CUST500034,SPO-1019,Sports,3601.42,1,2024-12-05,UPI,"Amritsar, Punjab",DEV809727,Marketplace,2024-12-08,Delivered,Refunded,2024-12-09,Product not as described,refund,2773.43,2024-12-14,Mass Market,171,ADDR903060,ADDR903060,0,none
ORD500090,TXN500090,CUST500035,ELE-1001,Electronics,4817.22,1,2024-04-14,Credit Card,"Vadodara, Gujarat",DEV803705,Marketplace,2024-04-18,Delivered,Refunded,2024-04-27,Product not as described,refund,4614.11,2024-05-04,Budget,1155,ADDR905342,ADDR905342,0,none
ORD500091,TXN500091,CUST500035,BEA-1018,Beauty,1168.28,1,2024-08-11,UPI,"Vadodara, Gujarat",DEV803705,Marketplace,2024-08-15,Delivered,Not Returned,,,,,,Budget,1155,ADDR905342,ADDR905342,0,none
ORD500092,TXN500092,CUST500036,ELE-1078,Electronics,2515.89,1,2024-07-20,EMI,"Ranchi, Jharkhand",DEV804470,Mobile App,2024-07-22,Delivered,Not Returned,,,,,,Mass Market,896,ADDR909835,ADDR909835,0,none
ORD500093,TXN500093,CUST500036,SPO-1010,Sports,2381.19,1,2024-08-05,Credit Card,"Ranchi, Jharkhand",DEV804470,Mobile App,2024-08-07,Delivered,Not Returned,,,,,,Mass Market,896,ADDR909835,ADDR909835,0,none
ORD500094,TXN500094,CUST500036,BEA-1020,Beauty,522.71,1,2024-09-30,Credit Card,"Ranchi, Jharkhand",DEV804470,Mobile App,2024-10-03,Delivered,Not Returned,,,,,,Mass Market,896,ADDR909835,ADDR909835,0,none
ORD500095,TXN500095,CUST500036,ACC-1088,Accessories,166.17,3,2024-11-01,Credit Card,"Ranchi, Jharkhand",DEV804470,Mobile App,2024-11-02,Delivered,Refunded,2024-11-13,Damaged product,refund,131.31,2024-11-14,Mass Market,896,ADDR909835,ADDR909835,0,none
ORD500096,TXN500096,CUST500037,FAS-1039,Fashion,1612.58,3,2024-07-15,Credit Card,"Guwahati, Assam",DEV806107,Marketplace,2024-07-19,Delivered,Not Returned,,,,,,High Value,441,ADDR907537,ADDR907537,0,none
ORD500097,TXN500097,CUST500037,ACC-1047,Accessories,1053.92,2,2024-08-20,Debit Card,"Guwahati, Assam",DEV806107,Marketplace,2024-08-21,Delivered,Not Returned,,,,,,High Value,441,ADDR907537,ADDR907537,0,none
ORD500098,TXN500098,CUST500037,GRO-1091,Grocery,876.8,1,2024-09-16,UPI,"Guwahati, Assam",DEV806107,Social Commerce,2024-09-19,Delivered,Not Returned,,,,,,High Value,441,ADDR907537,ADDR907537,0,none
ORD500099,TXN500099,CUST500037,ACC-1059,Accessories,926.29,1,2024-10-21,UPI,"Guwahati, Assam",DEV806107,Marketplace,2024-10-24,Delivered,Returned,2024-10-30,Product not as described,replacement,,,High Value,441,ADDR907537,ADDR907050,1,serial_return_abuse
ORD500100,TXN500100,CUST500037,FOO-1082,Footwear,961.29,1,2024-12-17,UPI,"Guwahati, Assam",DEV806107,Mobile App,2024-12-18,Delivered,Refunded,2024-12-19,Quality issue,refund,751.26,2024-12-21,High Value,441,ADDR907537,ADDR907537,1,serial_return_abuse
ORD500101,TXN500101,CUST500038,GRO-1094,Grocery,898.08,1,2024-09-09,Credit Card,"Varanasi, Uttar Pradesh",DEV808177,Website,2024-09-13,Delivered,Not Returned,,,,,,Premium,794,ADDR909479,ADDR906350,0,none
ORD500102,TXN500102,CUST500039,ELE-1096,Electronics,2729.67,3,2024-11-22,UPI,"Surat, Gujarat",DEV802049,Social Commerce,2024-11-25,Delivered,Refunded,2024-12-07,Changed mind,refund,2705.89,2024-12-14,Mass Market,490,ADDR906539,ADDR906539,0,none
ORD500103,TXN500103,CUST500040,BEA-1056,Beauty,1071.96,1,2024-05-13,Credit Card,"Agra, Uttar Pradesh",DEV804608,Mobile App,2024-05-16,Delivered,Not Returned,,,,,,Budget,501,ADDR901117,ADDR901117,0,none
ORD500104,TXN500104,CUST500040,FOO-1037,Footwear,2155.78,1,2024-06-04,Credit Card,"Agra, Uttar Pradesh",DEV804608,Mobile App,2024-06-07,Delivered,Refunded,2024-06-14,Product not as described,refund,1669.19,2024-06-20,Budget,501,ADDR901117,ADDR904393,0,none
ORD500105,TXN500105,CUST500040,BEA-1092,Beauty,125.3,1,2024-10-19,UPI,"Agra, Uttar Pradesh",DEV804608,Mobile App,2024-10-23,Delivered,Not Returned,,,,,,Budget,501,ADDR901117,ADDR901117,0,none
ORD500106,TXN500106,CUST500040,SPO-1041,Sports,2551.2,1,2024-11-11,Credit Card,"Agra, Uttar Pradesh",DEV804608,Mobile App,2024-11-14,Delivered,Refunded,2024-11-26,Quality issue,refund,2076.48,2024-12-03,Budget,501,ADDR901117,ADDR901117,0,none
ORD500107,TXN500107,CUST500041,ELE-1068,Electronics,4251.44,1,2024-10-19,UPI,"Varanasi, Uttar Pradesh",DEV804750,Mobile App,2024-10-22,Delivered,Not Returned,,,,,,Budget,150,ADDR902104,ADDR902104,0,none
ORD500108,TXN500108,CUST500042,HOM-1098,Home,1618.43,1,2024-01-16,UPI,"Thiruvananthapuram, Kerala",DEV802160,Mobile App,2024-01-17,Delivered,Not Returned,,,,,,Premium,706,ADDR909423,ADDR909423,0,none
