order_id,customer_id,transaction_id,device_id,shipping_address_id,billing_address_id,order_date,return_request_date,prior_order_count,prior_return_count,prior_refund_count,prior_spend,prior_refund_amount,prior_return_rate,prior_refund_rate,average_previous_order_value,average_previous_refund,orders_last_7_days,orders_last_30_days,returns_last_30_days,refunds_last_30_days,days_since_previous_order,accounts_per_device,accounts_per_shipping_address,accounts_per_billing_address,device_prior_return_count,address_prior_return_count,device_prior_refund_count,address_prior_refund_count,is_address_mismatch,current_order_amount,quantity,category,payment_method,channel,return_reason,customer_segment,customer_tenure_days,days_since_order,days_since_delivery,delivery_duration_days,abuse_label,abuse_type
ORD500080,CUST500029,TXN500080,DEV805889,ADDR909317,ADDR909317,2024-07-13,2024-07-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,1,0,0,0,0,0,958.61,1,Footwear,UPI,Mobile App,Changed mind,High Value,247,8,5,3,0,none
ORD500089,CUST500034,TXN500089,DEV809727,ADDR903060,ADDR903060,2024-12-05,2024-12-09,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,3601.42,1,Sports,UPI,Marketplace,Product not as described,Mass Market,171,4,1,3,0,none
ORD500090,CUST500035,TXN500090,DEV803705,ADDR905342,ADDR905342,2024-04-14,2024-04-27,1,0,0,2847.24,0.0,0.0,0.0,2847.24,0.0,0,0,0,0,98,1,1,1,0,0,0,0,0,4817.22,1,Electronics,Credit Card,Marketplace,Product not as described,Budget,1155,13,9,4,0,none
ORD500095,CUST500036,TXN500095,DEV804470,ADDR909835,ADDR909835,2024-11-01,2024-11-13,3,0,0,5419.79,0.0,0.0,0.0,1806.6,0.0,0,0,0,0,44,1,1,1,0,0,0,0,0,166.17,3,Accessories,Credit Card,Mobile App,Damaged product,Mass Market,896,12,11,1,0,none
ORD500100,CUST500037,TXN500100,DEV806107,ADDR907537,ADDR907537,2024-12-17,2024-12-19,5,1,0,7389.03,0.0,0.1667,0.0,1477.81,0.0,0,0,0,0,59,1,1,1,1,1,0,0,0,961.29,1,Footwear,UPI,Mobile App,Quality issue,High Value,441,2,1,1,1,serial_return_abuse
ORD500102,CUST500039,TXN500102,DEV802049,ADDR906539,ADDR906539,2024-11-22,2024-12-07,3,0,0,7647.75,0.0,0.0,0.0,2549.25,0.0,0,0,0,0,68,1,1,1,0,0,0,0,0,2729.67,3,Electronics,UPI,Social Commerce,Changed mind,Mass Market,490,15,12,3,0,none
ORD500104,CUST500040,TXN500104,DEV804608,ADDR901117,ADDR904393,2024-06-04,2024-06-14,1,0,0,1071.96,0.0,0.0,0.0,1071.96,0.0,0,0,0,0,32,1,1,1,0,0,0,0,1,2155.78,1,Footwear,Credit Card,Mobile App,Product not as described,Budget,501,10,7,3,0,none
ORD500106,CUST500040,TXN500106,DEV804608,ADDR901117,ADDR901117,2024-11-11,2024-11-26,3,1,1,3353.04,1669.19,0.25,0.25,1117.68,1669.19,0,0,0,0,38,1,1,1,1,1,1,1,0,2551.2,1,Sports,Credit Card,Mobile App,Quality issue,Budget,501,15,12,3,0,none
ORD500113,CUST500044,TXN500113,DEV808744,ADDR904981,ADDR904981,2024-06-12,2024-06-23,2,0,0,4705.98,0.0,0.0,0.0,2352.99,0.0,0,0,0,0,32,1,1,1,0,0,0,0,0,2738.46,1,Electronics,EMI,Mobile App,Quality issue,Budget,1199,11,10,1,0,none
ORD500124,CUST500048,TXN500124,DEV802790,ADDR905073,ADDR905073,2024-03-20,2024-03-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,0,0,0,0,494.34,1,Home,Credit Card,Website,Changed mind,Mass Market,1669,3,1,2,0,none
ORD500146,CUST500055,TXN500146,DEV805345,ADDR908454,ADDR908454,2024-04-12,2024-04-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,3,3,0,0,0,0,0,3073.39,1,Electronics,Credit Card,Website,Wrong product,Budget,829,5,2,3,0,none
ORD500151,CUST500057,TXN500151,DEV809883,ADDR901998,ADDR901998,2024-02-08,2024-02-21,1,0,0,6342.79,0.0,0.0,0.0,6342.79,0.0,0,1,0,0,17,1,1,1,0,0,0,0,0,5079.4,1,Electronics,UPI,Mobile App,Product not as described,Budget,149,13,11,2,0,none
ORD500153,CUST500058,TXN500153,DEV808811,ADDR909238,ADDR909238,2024-06-16,2024-06-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,1,1,0,1,0,0,1341.86,1,Accessories,Net Banking,Social Commerce,Size issue,Mass Market,132,7,5,2,0,none
ORD500156,CUST500059,TXN500156,DEV801931,ADDR909320,ADDR909320,2024-06-30,2024-07-11,1,0,0,670.74,0.0,0.0,0.0,670.74,0.0,0,0,0,0,81,1,1,1,0,0,0,0,0,632.58,1,Beauty,Credit Card,Mobile App,Damaged product,Premium,352,11,10,1,0,none
ORD500169,CUST500063,TXN500169,DEV806147,ADDR904910,ADDR904910,2024-09-23,2024-10-03,2,0,0,5986.17,0.0,0.0,0.0,2993.08,0.0,0,1,0,0,12,1,1,1,0,0,0,0,0,2444.33,3,Fashion,UPI,Website,Quality issue,Premium,1401,10,8,2,0,none
ORD500171,CUST500064,TXN500171,DEV805915,ADDR908491,ADDR908491,2024-09-06,2024-09-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,1,3,0,3,0,0,1360.17,1,Accessories,UPI,Website,Size issue,Budget,1405,12,9,3,0,none
ORD500179,CUST500065,TXN500179,DEV801152,ADDR908508,ADDR908508,2024-12-14,2024-12-21,7,0,0,8748.36,0.0,0.0,0.0,1249.77,0.0,0,0,0,0,154,1,1,1,0,0,0,0,0,549.76,3,Sports,UPI,Marketplace,Damaged product,Budget,178,7,5,2,0,none
ORD500188,CUST500067,TXN500188,DEV806718,ADDR902127,ADDR902127,2024-12-07,2024-12-21,5,0,0,8158.87,0.0,0.0,0.0,1631.77,0.0,0,1,0,0,28,2,1,2,0,0,0,0,0,1189.36,1,Accessories,Wallet,Marketplace,Size issue,Budget,301,14,10,4,0,none
ORD500190,CUST500068,TXN500190,DEV803584,ADDR908179,ADDR908179,2024-07-02,2024-07-13,1,0,0,1747.61,0.0,0.0,0.0,1747.61,0.0,0,0,0,0,65,1,1,1,0,0,0,0,0,642.05,2,Home,Credit Card,Mobile App,Wrong product,High Value,613,11,8,3,0,none
ORD500193,CUST500069,TXN500193,DEV809666,ADDR901128,ADDR901128,2024-05-31,2024-06-10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,2,0,0,0,0,0,1085.23,1,Home,UPI,Mobile App,Quality issue,High Value,649,10,6,4,0,none
ORD500200,CUST500070,TXN500200,DEV802697,ADDR903200,ADDR903200,2024-07-08,2024-07-21,2,0,0,6932.39,0.0,0.0,0.0,3466.2,0.0,0,1,0,0,16,1,2,2,0,1,0,1,0,3299.65,1,Sports,Credit Card,Social Commerce,Quality issue,Mass Market,643,13,10,3,0,none
ORD500201,CUST500070,TXN500201,DEV802697,ADDR903200,ADDR903200,2024-08-08,2024-08-21,4,1,1,14139.97,2492.98,0.2,0.2,3534.99,2492.98,0,0,0,1,31,1,2,2,1,2,1,2,0,1162.09,1,Accessories,UPI,Marketplace,Changed mind,Mass Market,643,13,12,1,0,none
ORD500205,CUST500072,TXN500205,DEV806617,ADDR904335,ADDR904335,2024-07-25,2024-08-02,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,1,0,1,0,814.67,1,Grocery,Credit Card,Marketplace,Wrong product,Budget,1499,8,7,1,0,none
ORD500206,CUST500073,TXN500206,DEV809280,ADDR909004,ADDR909004,2024-11-20,2024-11-27,1,0,0,2840.54,0.0,0.0,0.0,2840.54,0.0,0,0,0,0,112,1,5,5,0,5,0,4,0,2472.29,2,Electronics,Credit Card,Mobile App,Size issue,Mass Market,570,7,6,1,0,none
ORD500209,CUST500075,TXN500209,DEV801722,ADDR901058,ADDR901058,2024-03-17,2024-03-31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,1979.62,2,Fashion,Wallet,Marketplace,Size issue,Mass Market,596,14,11,3,0,none
ORD500217,CUST500077,TXN500217,DEV808007,ADDR901158,ADDR901158,2024-06-09,2024-06-13,1,0,0,1742.59,0.0,0.0,0.0,1742.59,0.0,0,0,0,0,76,2,1,1,1,0,1,0,0,751.61,1,Grocery,UPI,Mobile App,Wrong product,Mass Market,1475,4,3,1,0,none
ORD500220,CUST500078,TXN500220,DEV803442,ADDR909938,ADDR909938,2024-04-26,2024-05-12,1,0,0,92.52,0.0,0.0,0.0,92.52,0.0,0,0,0,0,42,1,1,1,0,0,0,0,0,1814.05,1,Footwear,Net Banking,Mobile App,Changed mind,Budget,1445,16,12,4,0,none
ORD500223,CUST500078,TXN500223,DEV803442,ADDR909938,ADDR909938,2024-07-18,2024-07-23,5,1,1,4603.75,1392.52,0.1667,0.1667,920.75,1392.52,0,1,0,0,14,1,1,1,1,1,1,1,0,1430.29,1,Beauty,Credit Card,Mobile App,Wrong product,Budget,1445,5,1,4,0,none
ORD500225,CUST500079,TXN500225,DEV803426,ADDR908041,ADDR908041,2024-08-12,2024-08-18,2,0,0,2237.86,0.0,0.0,0.0,1118.93,0.0,1,1,0,0,4,1,1,1,0,0,0,0,0,3902.82,1,Sports,UPI,Mobile App,Quality issue,Budget,1222,6,5,1,0,none
ORD500228,CUST500081,TXN500228,DEV802684,ADDR906794,ADDR906794,2024-01-02,2024-01-14,1,0,0,1159.97,0.0,0.0,0.0,1159.97,0.0,0,1,0,0,9,1,1,1,0,0,0,0,0,2497.01,2,Fashion,UPI,Mobile App,Wrong product,Budget,1395,12,11,1,0,none
ORD500230,CUST500082,TXN500230,DEV803532,ADDR904878,ADDR904878,2024-08-18,2024-08-25,3,0,0,4083.64,0.0,0.0,0.0,1361.21,0.0,0,0,0,0,70,2,1,1,0,0,0,0,0,824.13,1,Home,EMI,Mobile App,Size issue,High Value,862,7,5,2,0,none
ORD500233,CUST500083,TXN500233,DEV803900,ADDR907755,ADDR907755,2024-07-05,2024-07-10,1,0,0,3077.84,0.0,0.0,0.0,3077.84,0.0,0,1,0,0,19,2,2,2,0,2,0,2,0,4076.51,1,Sports,Debit Card,Mobile App,Quality issue,High Value,1690,5,2,3,0,none
ORD500237,CUST500086,TXN500237,DEV804644,ADDR904269,ADDR904269,2024-03-18,2024-03-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,3410.51,1,Footwear,Wallet,Website,Size issue,High Value,993,9,5,4,0,none
ORD500240,CUST500086,TXN500240,DEV804644,ADDR904269,ADDR904269,2024-06-09,2024-06-19,3,1,1,11507.17,2697.08,0.25,0.25,3835.72,2697.08,0,0,0,0,61,1,1,1,1,1,1,1,0,1882.67,3,Fashion,UPI,Mobile App,Late delivery,High Value,993,10,8,2,0,none
ORD500246,CUST500088,TXN500246,DEV807528,ADDR906378,ADDR906378,2024-08-05,2024-08-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,721.92,1,Grocery,UPI,Mobile App,Wrong product,Budget,425,12,8,4,0,none
ORD500253,CUST500090,TXN500253,DEV809785,ADDR906425,ADDR906425,2024-07-30,2024-08-03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,3,0,2,0,1107.56,1,Footwear,UPI,Mobile App,Size issue,Mass Market,1421,4,1,3,0,none
ORD500257,CUST500092,TXN500257,DEV806663,ADDR906139,ADDR906139,2024-07-16,2024-07-29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,0,0,0,0,952.15,2,Grocery,Net Banking,Mobile App,Wrong product,Budget,919,13,11,2,0,none
ORD500259,CUST500093,TXN500259,DEV807311,ADDR904114,ADDR904114,2024-05-18,2024-05-27,1,0,0,1090.47,0.0,0.0,0.0,1090.47,0.0,0,0,0,0,71,1,1,1,0,0,0,0,0,922.43,2,Accessories,UPI,Social Commerce,Damaged product,Mass Market,266,9,6,3,0,none
ORD500277,CUST500102,TXN500277,DEV809375,ADDR908752,ADDR908752,2024-11-25,2024-12-09,1,0,0,770.17,0.0,0.0,0.0,770.17,0.0,0,0,0,0,317,1,2,2,0,0,0,0,0,68.29,2,Grocery,Credit Card,Website,Size issue,Mass Market,467,14,10,4,0,none
ORD500300,CUST500111,TXN500300,DEV802988,ADDR908478,ADDR908478,2024-01-09,2024-01-18,1,0,0,525.3,0.0,0.0,0.0,525.3,0.0,1,1,0,0,5,1,1,1,0,0,0,0,0,1098.62,1,Fashion,Net Banking,Website,Product not as described,Budget,1767,9,6,3,0,none
ORD500311,CUST500114,TXN500311,DEV803607,ADDR908777,ADDR902415,2024-07-07,2024-07-19,2,0,0,3746.32,0.0,0.0,0.0,1873.16,0.0,0,0,0,0,89,1,1,1,0,0,0,0,1,2267.16,1,Sports,UPI,Social Commerce,Size issue,High Value,943,12,11,1,1,serial_return_abuse
ORD500313,CUST500114,TXN500313,DEV803607,ADDR908777,ADDR908777,2024-10-05,2024-10-17,5,2,1,8623.68,1971.23,0.3333,0.1667,1724.74,1971.23,0,1,1,0,22,1,1,1,2,2,1,1,0,2466.62,1,Footwear,Wallet,Mobile App,Quality issue,High Value,943,12,8,4,1,serial_return_abuse
ORD500315,CUST500114,TXN500315,DEV803607,ADDR908777,ADDR908777,2024-12-21,2025-01-04,8,3,2,14532.75,3911.3,0.3333,0.2222,1816.59,1955.65,1,1,0,0,7,1,1,1,3,3,2,2,0,4234.84,2,Sports,Credit Card,Website,Damaged product,High Value,943,14,11,3,1,serial_return_abuse
ORD500316,CUST500114,TXN500316,DEV803607,ADDR908777,ADDR908777,2024-12-28,2025-01-07,8,4,2,17491.08,3911.3,0.4444,0.2222,2186.39,1955.65,0,1,1,0,17,1,1,1,4,4,2,2,0,1276.51,2,Home,Credit Card,Mobile App,Damaged product,High Value,943,10,8,2,1,serial_return_abuse
ORD500318,CUST500115,TXN500318,DEV805543,ADDR909540,ADDR909540,2024-03-15,2024-03-25,1,0,0,1755.09,0.0,0.0,0.0,1755.09,0.0,0,0,0,0,64,1,1,1,0,0,0,0,0,1071.74,1,Accessories,Net Banking,Website,Other,Mass Market,536,10,8,2,0,none
ORD500339,CUST500122,TXN500339,DEV807232,ADDR908814,ADDR908814,2024-03-26,2024-03-31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,2480.87,1,Fashion,Debit Card,Mobile App,Damaged product,High Value,1209,5,2,3,0,none
ORD500341,CUST500123,TXN500341,DEV807389,ADDR907865,ADDR907865,2024-01-25,2024-02-09,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,396.23,1,Accessories,Net Banking,Marketplace,Size issue,Budget,641,15,12,3,1,policy_exploitation
ORD500345,CUST500124,TXN500345,DEV804613,ADDR908999,ADDR908999,2024-09-23,2024-10-01,2,1,0,1177.49,0.0,0.3333,0.0,588.74,0.0,0,0,0,0,36,2,1,1,2,1,1,0,0,1207.36,1,Home,Debit Card,Mobile App,Wrong product,Mass Market,1148,8,4,4,1,refund_abuse
ORD500349,CUST500125,TXN500349,DEV801475,ADDR907371,ADDR907371,2024-01-31,2024-02-13,2,0,0,3584.24,0.0,0.0,0.0,1792.12,0.0,0,1,0,0,10,1,2,2,0,0,0,0,0,466.39,1,Sports,UPI,Mobile App,Damaged product,Budget,1024,13,9,4,0,none
ORD500356,CUST500127,TXN500356,DEV809751,ADDR901441,ADDR901441,2024-01-27,2024-01-31,1,0,0,735.2,0.0,0.0,0.0,735.2,0.0,0,1,0,0,18,1,1,1,0,0,0,0,0,3266.19,1,Footwear,Net Banking,Website,Product not as described,High Value,291,4,2,2,0,none
ORD500359,CUST500128,TXN500359,DEV801444,ADDR902375,ADDR902375,2024-04-30,2024-05-06,1,0,0,924.51,0.0,0.0,0.0,924.51,0.0,0,0,0,0,70,1,2,2,0,0,0,0,0,1199.97,2,Footwear,UPI,Website,Damaged product,Premium,1185,6,2,4,0,none
ORD500360,CUST500128,TXN500360,DEV801444,ADDR902375,ADDR902375,2024-07-26,2024-08-01,2,1,1,2124.48,1168.95,0.3333,0.3333,1062.24,1168.95,0,0,0,0,93,1,2,2,1,1,1,1,0,2480.82,1,Home,UPI,Mobile App,Wrong product,Premium,1185,6,3,3,0,none
ORD500365,CUST500129,TXN500365,DEV803977,ADDR901823,ADDR901823,2024-11-09,2024-11-17,4,0,0,5444.87,0.0,0.0,0.0,1361.22,0.0,0,1,0,0,25,2,1,1,1,0,0,0,0,236.47,1,Home,Net Banking,Mobile App,Product not as described,Mass Market,975,8,6,2,0,none
ORD500367,CUST500130,TXN500367,DEV809007,ADDR909007,ADDR909007,2024-12-08,2024-12-24,4,2,1,14098.68,2044.38,0.4,0.2,3524.67,2044.38,0,1,1,1,15,3,3,3,5,5,3,3,0,2059.42,1,Home,EMI,Marketplace,Changed mind,Budget,463,16,12,4,1,account_multiplication
ORD500368,CUST500130,TXN500368,DEV809007,ADDR909007,ADDR909007,2024-12-09,2024-12-20,4,1,0,13765.52,0.0,0.2,0.0,3441.38,0.0,0,1,0,0,12,3,3,3,4,4,2,2,0,2392.58,1,Home,Credit Card,Social Commerce,Quality issue,Budget,463,11,10,1,1,account_multiplication
ORD500394,CUST500138,TXN500394,DEV801420,ADDR906111,ADDR906111,2024-01-09,2024-01-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,514.99,1,Accessories,UPI,Social Commerce,Wrong product,Premium,1215,11,9,2,0,none
ORD500398,CUST500139,TXN500398,DEV807498,ADDR904249,ADDR904249,2024-04-07,2024-04-10,1,1,0,2857.81,0.0,0.5,0.0,2857.81,0.0,0,0,0,0,42,1,1,1,1,1,0,0,0,2418.27,1,Home,UPI,Mobile App,Changed mind,Mass Market,798,3,2,1,1,serial_return_abuse
ORD500404,CUST500141,TXN500404,DEV809007,ADDR909007,ADDR909007,2024-02-20,2024-02-25,1,0,0,2162.46,0.0,0.0,0.0,2162.46,0.0,0,0,0,0,44,2,2,2,0,0,0,0,0,3489.41,1,Footwear,UPI,Mobile App,Damaged product,Mass Market,1771,5,4,1,1,account_multiplication
ORD500406,CUST500141,TXN500406,DEV809007,ADDR909007,ADDR909007,2024-12-19,2024-12-26,3,2,1,6354.43,3164.48,0.5,0.25,2118.14,3164.48,0,0,0,0,230,3,3,3,6,6,3,3,0,2468.91,1,Footwear,Debit Card,Social Commerce,Wrong product,Mass Market,1771,7,4,3,1,account_multiplication
ORD500408,CUST500142,TXN500408,DEV807071,ADDR902129,ADDR902129,2024-09-09,2024-09-16,4,1,0,4113.12,0.0,0.2,0.0,1028.28,0.0,0,0,0,0,89,1,1,1,1,1,0,0,0,4553.86,3,Electronics,Credit Card,Mobile App,Size issue,Budget,1384,7,5,2,0,none
ORD500412,CUST500143,TXN500412,DEV807882,ADDR908001,ADDR908001,2024-06-23,2024-06-28,3,0,0,4071.57,0.0,0.0,0.0,1357.19,0.0,0,0,0,0,58,1,3,3,0,2,0,2,0,2101.71,1,Fashion,Net Banking,Mobile App,Changed mind,Mass Market,55,5,3,2,1,coordinated_address_abuse
ORD500414,CUST500144,TXN500414,DEV808532,ADDR903506,ADDR903506,2024-07-12,2024-07-15,2,0,0,1543.82,0.0,0.0,0.0,771.91,0.0,0,0,0,0,42,1,1,1,0,0,0,0,0,762.71,1,Fashion,UPI,Marketplace,Size issue,Budget,1331,3,2,1,0,none
ORD500419,CUST500146,TXN500419,DEV805397,ADDR906280,ADDR906280,2024-09-02,2024-09-08,1,0,0,274.15,0.0,0.0,0.0,274.15,0.0,0,0,0,0,49,1,1,1,0,0,0,0,0,1873.12,1,Electronics,UPI,Website,Size issue,High Value,922,6,3,3,0,none
ORD500425,CUST500147,TXN500425,DEV805569,ADDR908385,ADDR908385,2024-10-02,2024-10-12,3,1,0,4359.72,0.0,0.25,0.0,1453.24,0.0,0,0,0,0,61,1,1,1,1,1,0,0,0,1318.52,2,Electronics,UPI,Website,Quality issue,High Value,207,10,7,3,0,none
ORD500430,CUST500150,TXN500430,DEV806576,ADDR905581,ADDR905581,2024-03-31,2024-04-07,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,1,0,0,0,1047.05,2,Accessories,Credit Card,Mobile App,Changed mind,Budget,559,7,5,2,0,none
ORD500431,CUST500150,TXN500431,DEV806576,ADDR905581,ADDR905581,2024-05-12,2024-05-23,1,1,1,1047.05,947.34,0.5,0.5,1047.05,947.34,0,0,0,0,53,1,2,2,1,3,1,2,0,2986.16,1,Footwear,Debit Card,Website,Damaged product,Budget,559,11,7,4,0,none
ORD500435,CUST500152,TXN500435,DEV807658,ADDR909004,ADDR909004,2024-12-08,2024-12-21,2,0,0,6505.91,0.0,0.0,0.0,3252.96,0.0,0,0,0,0,326,1,5,5,0,6,0,4,0,1276.13,1,Sports,Credit Card,Marketplace,Wrong product,Premium,524,13,10,3,0,none
ORD500436,CUST500153,TXN500436,DEV808800,ADDR909041,ADDR909041,2024-04-14,2024-04-29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,392.51,2,Beauty,UPI,Marketplace,Size issue,Mass Market,1444,15,12,3,0,none
ORD500437,CUST500153,TXN500437,DEV808800,ADDR909041,ADDR909041,2024-05-02,2024-05-15,1,1,1,392.51,364.18,0.5,0.5,392.51,364.18,0,0,1,1,31,1,1,1,1,1,1,1,0,1099.8,1,Accessories,Net Banking,Website,Size issue,Mass Market,1444,13,11,2,0,none
ORD500448,CUST500157,TXN500448,DEV805118,ADDR904777,ADDR904777,2024-05-01,2024-05-11,2,1,0,2483.48,0.0,0.3333,0.0,1241.74,0.0,0,0,0,0,110,1,1,1,1,1,0,0,0,2354.31,1,Electronics,UPI,Mobile App,Quality issue,Mass Market,657,10,7,3,1,policy_exploitation
ORD500462,CUST500160,TXN500462,DEV809595,ADDR905636,ADDR905636,2024-03-02,2024-03-06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,1775.08,1,Footwear,Credit Card,Marketplace,Wrong product,Mass Market,1513,4,1,3,0,none
ORD500463,CUST500160,TXN500463,DEV809595,ADDR905636,ADDR905636,2024-04-08,2024-04-23,1,1,1,1775.08,1334.2,0.5,0.5,1775.08,1334.2,0,0,0,0,52,1,1,1,1,1,1,1,0,620.37,2,Grocery,Credit Card,Social Commerce,Size issue,Mass Market,1513,15,11,4,0,none
ORD500472,CUST500164,TXN500472,DEV802680,ADDR901200,ADDR901200,2024-03-03,2024-03-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,405.56,1,Beauty,Debit Card,Mobile App,Changed mind,Mass Market,1035,11,10,1,0,none
ORD500478,CUST500167,TXN500478,DEV802213,ADDR901878,ADDR901878,2024-09-01,2024-09-11,1,0,0,2630.92,0.0,0.0,0.0,2630.92,0.0,0,0,0,0,99,1,1,1,0,0,0,0,0,1387.18,2,Fashion,UPI,Mobile App,Size issue,High Value,1037,10,9,1,0,none
ORD500494,CUST500173,TXN500494,DEV803847,ADDR902229,ADDR902229,2024-07-26,2024-08-10,2,0,0,3060.5,0.0,0.0,0.0,1530.25,0.0,0,0,0,0,48,1,1,1,0,0,0,0,0,684.44,2,Sports,Wallet,Mobile App,Quality issue,Mass Market,521,15,11,4,0,none
