order_id,customer_id,transaction_id,device_id,shipping_address_id,billing_address_id,order_date,return_request_date,prior_order_count,prior_return_count,prior_refund_count,prior_spend,prior_refund_amount,prior_return_rate,prior_refund_rate,average_previous_order_value,average_previous_refund,orders_last_7_days,orders_last_30_days,returns_last_30_days,refunds_last_30_days,days_since_previous_order,accounts_per_device,accounts_per_shipping_address,accounts_per_billing_address,device_prior_return_count,address_prior_return_count,device_prior_refund_count,address_prior_refund_count,is_address_mismatch,current_order_amount,quantity,category,payment_method,channel,return_reason,customer_segment,customer_tenure_days,days_since_order,days_since_delivery,delivery_duration_days,abuse_label,abuse_type
ORD100197,CUST100035,TXN100197,DEV201099,ADDR301322,ADDR301322,2024-02-03,2024-02-21,1,0,0,251.96,0.0,0.0,0.0,251.96,0.0,0,1,0,0,25,1,1,1,0,0,0,0,0,790.1,1,Fashion,Credit Card,Website,Size issue,Premium,459,18,14,4,0,none
ORD100199,CUST100035,TXN100199,DEV201099,ADDR301322,ADDR301322,2024-03-09,2024-03-21,3,2,1,1662.48,777.84,0.5,0.25,554.16,777.84,0,1,2,1,15,1,1,1,2,2,1,1,0,1197.39,1,Sports,Credit Card,Website,Size issue,Premium,459,12,10,2,0,none
ORD100203,CUST100035,TXN100203,DEV201099,ADDR301322,ADDR301322,2024-07-20,2024-08-01,7,3,2,4791.68,1627.43,0.375,0.25,684.53,813.72,0,0,0,0,75,1,1,1,3,3,2,2,0,1564.14,2,Home,UPI,Social Commerce,Changed mind,Premium,459,12,10,2,0,none
ORD100207,CUST100035,TXN100207,DEV201099,ADDR301322,ADDR301322,2024-10-18,2024-10-26,12,4,3,8782.56,2828.91,0.3077,0.2308,731.88,942.97,1,2,0,0,7,1,1,1,4,4,3,3,0,556.31,1,Fashion,Credit Card,Mobile App,Size issue,Premium,459,8,7,1,0,none
ORD100216,CUST100042,TXN100216,DEV200941,ADDR301356,ADDR301356,2024-09-12,2024-09-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,5,5,1,7,1,6,0,1015.27,1,Electronics,UPI,Marketplace,Product not as described,Budget,344,12,9,3,0,none
ORD100241,CUST100052,TXN100241,DEV200828,ADDR302820,ADDR302820,2024-02-20,2024-02-25,3,0,0,960.93,0.0,0.0,0.0,320.31,0.0,1,2,0,0,6,1,2,2,0,0,0,0,0,540.73,1,Electronics,Credit Card,Website,Size issue,Budget,1070,5,1,4,0,none
ORD100242,CUST100052,TXN100242,DEV200828,ADDR302820,ADDR302820,2024-03-06,2024-03-11,4,1,1,1501.66,540.73,0.2,0.2,375.42,540.73,0,3,1,1,20,1,2,2,1,2,1,2,0,1049.66,1,Fashion,Credit Card,Marketplace,Size issue,Budget,1070,5,2,3,1,serial_return_abuse
ORD100244,CUST100052,TXN100244,DEV200828,ADDR302820,ADDR302820,2024-07-18,2024-07-20,6,2,2,2632.78,1278.91,0.2857,0.2857,438.8,639.45,0,0,0,0,95,1,2,3,2,3,2,3,0,498.48,1,Fashion,UPI,Social Commerce,Size issue,Budget,1070,2,0,2,1,serial_return_abuse
ORD100255,CUST100057,TXN100255,DEV201236,ADDR300651,ADDR300651,2024-02-25,2024-03-06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,2,1,1,0,0,0,0,0,1014.0,1,Electronics,Wallet,Website,Product not as described,Mass Market,1412,10,7,3,0,none
ORD100281,CUST100064,TXN100281,DEV202659,ADDR301623,ADDR301623,2024-10-20,2024-10-28,3,0,0,389.74,0.0,0.0,0.0,129.91,0.0,0,1,0,0,10,3,2,2,4,1,4,1,0,547.46,1,Footwear,UPI,Mobile App,Size issue,Budget,799,8,6,2,0,none
ORD100291,CUST100069,TXN100291,DEV203093,ADDR300959,ADDR300959,2024-10-28,2024-11-03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,2,0,0,0,0,0,171.71,2,Grocery,Credit Card,Social Commerce,Late delivery,Budget,1276,6,2,4,0,none
ORD100304,CUST100073,TXN100304,DEV202920,ADDR301276,ADDR301276,2024-03-20,2024-03-22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,4,5,4,1,1,1,1,0,1052.5,1,Electronics,EMI,Mobile App,Duplicate order,Mass Market,67,2,1,1,1,coordinated_address_abuse
ORD100306,CUST100073,TXN100306,DEV202920,ADDR301276,ADDR301276,2024-08-28,2024-09-03,3,1,1,2401.78,845.04,0.25,0.25,800.59,845.04,1,1,0,0,3,6,6,5,2,3,2,2,0,334.86,1,Accessories,UPI,Mobile App,Quality issue,Mass Market,67,6,4,2,0,none
ORD100343,CUST100078,TXN100343,DEV200319,ADDR300543,ADDR302491,2024-11-09,2024-11-17,6,1,0,5646.7,0.0,0.1429,0.0,941.12,0.0,0,0,0,0,31,2,1,1,1,1,0,0,1,741.1,3,Beauty,Credit Card,Mobile App,Damaged product,Premium,1206,8,4,4,0,none
ORD100347,CUST100080,TXN100347,DEV202127,ADDR302785,ADDR302785,2024-07-17,2024-07-23,2,1,0,611.02,0.0,0.3333,0.0,305.51,0.0,0,0,0,0,141,2,1,2,1,1,0,0,0,622.51,1,Fashion,UPI,Mobile App,Late delivery,Budget,1185,6,4,2,1,refund_abuse
ORD100356,CUST100080,TXN100356,DEV202127,ADDR302785,ADDR302785,2024-12-07,2024-12-11,11,3,1,4454.13,619.4,0.25,0.0833,404.92,619.4,0,1,0,0,29,2,1,2,3,3,1,1,0,793.34,1,Footwear,Debit Card,Mobile App,Changed mind,Budget,1185,4,1,3,1,refund_abuse
ORD100358,CUST100081,TXN100358,DEV202802,ADDR300573,ADDR300573,2024-05-14,2024-05-18,2,0,0,1482.99,0.0,0.0,0.0,741.5,0.0,1,2,0,0,2,1,9,9,0,2,0,2,0,853.74,1,Fashion,Wallet,Mobile App,Wrong product,Budget,1016,4,2,2,1,serial_return_abuse
ORD100359,CUST100081,TXN100359,DEV202051,ADDR300573,ADDR300573,2024-05-16,2024-05-20,3,1,1,2945.62,780.37,0.25,0.25,981.87,780.37,2,3,1,1,1,1,9,9,0,3,0,3,0,557.33,1,Home,Wallet,Social Commerce,Late delivery,Budget,1016,4,2,2,1,serial_return_abuse
ORD100361,CUST100081,TXN100361,DEV202802,ADDR300573,ADDR300573,2024-06-04,2024-06-07,5,2,2,4963.29,1337.7,0.3333,0.3333,992.66,668.85,1,4,2,2,1,1,10,10,1,4,1,4,0,184.58,1,Accessories,EMI,Website,Changed mind,Budget,1016,3,1,2,1,serial_return_abuse
ORD100364,CUST100081,TXN100364,DEV202051,ADDR300573,ADDR300573,2024-11-04,2024-11-06,7,4,3,5354.45,1504.37,0.5,0.375,764.92,501.46,0,1,0,0,13,1,10,10,1,7,1,6,0,942.0,2,Fashion,UPI,Website,Size issue,Budget,1016,2,1,1,1,serial_return_abuse
ORD100388,CUST100089,TXN100388,DEV200290,ADDR300937,ADDR300937,2024-10-30,2024-11-05,6,1,0,8866.48,0.0,0.1429,0.0,1477.75,0.0,0,3,1,0,9,1,1,1,1,1,0,0,0,865.74,2,Fashion,Wallet,Social Commerce,Other,Premium,1469,6,5,1,0,none
ORD100403,CUST100093,TXN100403,DEV201505,ADDR301225,ADDR301225,2024-11-10,2024-11-15,2,0,0,1055.94,0.0,0.0,0.0,527.97,0.0,0,1,0,0,20,1,1,2,0,0,0,0,0,228.22,2,Grocery,UPI,Mobile App,Wrong product,Premium,1067,5,4,1,0,none
ORD100404,CUST100093,TXN100404,DEV201505,ADDR301225,ADDR301225,2024-12-10,2024-12-14,3,1,1,1284.16,156.54,0.25,0.25,428.05,156.54,0,0,1,1,34,1,1,2,1,1,1,1,0,597.48,1,Footwear,Debit Card,Mobile App,Size issue,Premium,1067,4,0,4,0,none
ORD100409,CUST100097,TXN100409,DEV200545,ADDR302627,ADDR302627,2024-04-27,2024-05-08,1,0,0,826.93,0.0,0.0,0.0,826.93,0.0,0,1,0,0,29,1,2,2,0,1,0,1,0,3640.44,2,Fashion,Debit Card,Mobile App,Damaged product,High Value,1081,11,10,1,0,none
ORD100415,CUST100097,TXN100415,DEV200545,ADDR302627,ADDR302627,2024-08-08,2024-08-20,8,2,1,13943.16,3077.34,0.2222,0.1111,1742.9,3077.34,0,3,0,0,12,1,3,3,2,5,1,3,0,734.45,1,Electronics,Credit Card,Website,Quality issue,High Value,1081,12,9,3,0,none
ORD100417,CUST100097,TXN100417,DEV200545,ADDR302627,ADDR302627,2024-09-07,2024-09-09,9,3,2,14677.61,3811.79,0.3,0.2,1630.85,1905.9,0,0,1,1,32,1,3,3,3,6,2,4,0,440.67,1,Fashion,UPI,Mobile App,Changed mind,High Value,1081,2,1,1,0,none
ORD100418,CUST100097,TXN100418,DEV200545,ADDR302627,ADDR302627,2024-09-28,2024-10-03,10,4,3,15118.28,4219.59,0.3636,0.2727,1511.83,1406.53,0,1,1,1,26,1,3,3,4,9,3,6,0,587.5,1,Fashion,Debit Card,Mobile App,Size issue,High Value,1081,5,3,2,0,none
ORD100420,CUST100097,TXN100420,DEV200545,ADDR302627,ADDR302627,2024-11-24,2024-12-06,12,5,4,17064.82,4706.03,0.3846,0.3077,1422.07,1176.51,0,0,0,0,45,1,3,3,5,11,4,8,0,1691.32,1,Fashion,UPI,Website,Size issue,High Value,1081,12,10,2,0,none
ORD100433,CUST100100,TXN100433,DEV202307,ADDR300034,ADDR300034,2024-11-08,2024-11-20,3,0,0,1579.69,0.0,0.0,0.0,526.56,0.0,0,0,0,0,261,1,3,3,0,0,0,0,0,336.86,1,Accessories,Credit Card,Mobile App,Changed mind,Mass Market,486,12,9,3,0,none
ORD100436,CUST100101,TXN100436,DEV202499,ADDR302662,ADDR302662,2024-02-13,2024-02-19,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,1,1,0,0,0,0,0,539.82,1,Grocery,UPI,Website,Wrong product,High Value,847,6,2,4,0,none
ORD100476,CUST100115,TXN100476,DEV201572,ADDR301439,ADDR301439,2024-10-10,2024-10-17,1,0,0,847.16,0.0,0.0,0.0,847.16,0.0,0,1,0,0,9,1,1,1,0,0,0,0,0,504.71,1,Fashion,UPI,Mobile App,Size issue,Premium,1417,7,6,1,0,none
ORD100488,CUST100121,TXN100488,DEV202266,ADDR302461,ADDR302461,2024-03-14,2024-03-17,2,0,0,331.14,0.0,0.0,0.0,165.57,0.0,1,1,0,0,7,1,2,3,0,0,0,0,0,1029.09,1,Fashion,UPI,Social Commerce,Size issue,Budget,430,3,1,2,0,none
ORD100490,CUST100121,TXN100490,DEV202266,ADDR302461,ADDR302461,2024-07-06,2024-07-12,4,1,1,1493.86,622.51,0.2,0.2,373.46,622.51,0,0,0,0,82,1,2,3,1,1,1,1,0,898.93,1,Beauty,Credit Card,Marketplace,Product not as described,Budget,430,6,2,4,1,serial_return_abuse
ORD100494,CUST100123,TXN100494,DEV202488,ADDR301167,ADDR301167,2024-12-27,2025-01-08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,999,1,2,2,0,1,0,0,0,815.74,1,Electronics,UPI,Marketplace,Late delivery,Premium,1153,12,8,4,0,none
ORD100499,CUST100126,TXN100499,DEV202050,ADDR303120,ADDR303120,2024-06-11,2024-06-16,2,0,0,2831.57,0.0,0.0,0.0,1415.78,0.0,0,0,0,0,65,4,4,2,3,3,1,1,0,772.13,1,Sports,Debit Card,Social Commerce,Changed mind,High Value,1525,5,2,3,0,none
ORD100502,CUST100126,TXN100502,DEV202050,ADDR303120,ADDR303120,2024-07-14,2024-07-16,5,1,1,4358.58,772.13,0.1667,0.1667,871.72,772.13,1,2,1,1,3,4,4,2,4,4,2,2,0,1573.18,1,Fashion,UPI,Website,Changed mind,High Value,1525,2,0,2,1,coordinated_device_abuse
ORD100517,CUST100133,TXN100517,DEV202265,ADDR301845,ADDR301845,2024-06-15,2024-06-26,3,0,0,2776.93,0.0,0.0,0.0,925.64,0.0,1,1,0,0,2,1,3,3,0,0,0,0,0,116.42,1,Grocery,UPI,Website,Changed mind,Budget,606,11,8,3,0,none
ORD100537,CUST100136,TXN100537,DEV203063,ADDR301604,ADDR301604,2024-05-21,2024-05-31,4,0,0,1461.74,0.0,0.0,0.0,365.44,0.0,0,1,0,0,14,1,1,1,0,0,0,0,0,1311.88,1,Fashion,Net Banking,Website,Quality issue,Budget,1032,10,7,3,0,none
ORD100549,CUST100137,TXN100549,DEV201210,ADDR302646,ADDR302646,2024-07-22,2024-07-24,3,0,0,1647.68,0.0,0.0,0.0,549.23,0.0,0,1,0,0,25,1,1,1,0,0,0,0,0,182.58,2,Grocery,UPI,Mobile App,Late delivery,Budget,830,2,0,2,0,none
ORD100551,CUST100137,TXN100551,DEV201210,ADDR302646,ADDR302646,2024-10-15,2024-10-21,5,2,1,2316.98,134.47,0.3333,0.1667,463.4,134.47,0,0,0,0,72,1,1,1,2,2,1,1,0,383.22,1,Footwear,UPI,Social Commerce,Size issue,Budget,830,6,3,3,0,none
ORD100570,CUST100142,TXN100570,DEV202046,ADDR302613,ADDR302613,2024-02-08,2024-02-10,2,0,0,9602.33,0.0,0.0,0.0,4801.16,0.0,0,2,0,0,10,2,1,1,0,0,0,0,0,1781.23,2,Fashion,Credit Card,Marketplace,Size issue,Premium,98,2,1,1,1,serial_return_abuse
ORD100574,CUST100142,TXN100574,DEV202046,ADDR302613,ADDR302613,2024-04-24,2024-04-29,6,1,1,13814.16,1431.84,0.1429,0.1429,2302.36,1431.84,0,2,0,0,15,2,1,1,1,1,1,1,0,3642.08,2,Fashion,EMI,Website,Changed mind,Premium,98,5,4,1,1,serial_return_abuse
ORD100580,CUST100142,TXN100580,DEV202046,ADDR302613,ADDR302613,2024-10-29,2024-10-31,12,3,2,21629.43,4046.14,0.2308,0.1538,1802.45,2023.07,1,4,1,0,7,3,2,2,4,3,2,2,0,1105.57,3,Fashion,Credit Card,Mobile App,Size issue,Premium,98,2,1,1,1,serial_return_abuse
ORD100590,CUST100145,TXN100590,DEV201479,ADDR301296,ADDR301296,2024-07-16,2024-07-25,4,0,0,2213.43,0.0,0.0,0.0,553.36,0.0,0,1,0,0,29,2,1,1,0,0,0,0,0,900.0,3,Fashion,UPI,Mobile App,Size issue,Mass Market,714,9,7,2,0,none
ORD100615,CUST100150,TXN100615,DEV202704,ADDR300462,ADDR300462,2024-10-19,2024-10-29,10,0,0,4951.6,0.0,0.0,0.0,495.16,0.0,0,0,0,0,41,7,8,8,3,3,3,3,0,704.49,2,Fashion,UPI,Mobile App,Size issue,Budget,188,10,6,4,0,none
ORD100618,CUST100150,TXN100618,DEV202704,ADDR300462,ADDR300462,2024-11-15,2024-11-24,13,1,1,6763.83,704.49,0.0714,0.0714,520.29,704.49,0,2,1,1,12,7,8,8,4,4,4,4,0,903.79,2,Fashion,Net Banking,Website,Size issue,Budget,188,9,6,3,0,none
ORD100633,CUST100157,TXN100633,DEV203131,ADDR301929,ADDR301929,2024-01-16,2024-01-23,1,0,0,406.84,0.0,0.0,0.0,406.84,0.0,0,1,0,0,14,2,1,1,0,0,0,0,0,74.85,1,Grocery,EMI,Mobile App,Quality issue,Budget,962,7,5,2,0,none
ORD100636,CUST100157,TXN100636,DEV203131,ADDR301929,ADDR301929,2024-02-07,2024-02-10,4,2,1,1933.22,73.54,0.4,0.2,483.3,73.54,0,3,2,1,8,2,1,1,2,2,1,1,0,373.35,1,Fashion,UPI,Mobile App,Quality issue,Budget,962,3,0,3,0,none
ORD100641,CUST100157,TXN100641,DEV203124,ADDR301929,ADDR301929,2024-08-09,2024-08-11,9,3,2,4171.22,431.58,0.3,0.2,463.47,215.79,0,0,0,0,90,1,1,1,0,3,0,2,0,266.1,1,Fashion,Debit Card,Mobile App,Size issue,Budget,962,2,1,1,0,none
ORD100642,CUST100157,TXN100642,DEV203124,ADDR301929,ADDR301929,2024-10-13,2024-10-17,10,4,3,4437.32,684.04,0.3636,0.2727,443.73,228.01,0,0,0,0,69,1,1,1,1,4,1,3,0,955.46,1,Fashion,Net Banking,Mobile App,Product not as described,Budget,962,4,3,1,0,none
ORD100645,CUST100157,TXN100645,DEV203124,ADDR301929,ADDR301929,2024-11-22,2024-11-29,13,6,4,9175.96,1589.02,0.4286,0.2857,705.84,397.26,0,0,0,0,39,1,1,1,3,6,2,4,0,112.85,1,Accessories,UPI,Social Commerce,Wrong product,Budget,962,7,3,4,0,none
ORD100646,CUST100157,TXN100646,DEV203124,ADDR301929,ADDR301929,2024-12-19,2024-12-24,14,7,5,9288.81,1699.77,0.4667,0.3333,663.49,339.95,0,0,1,1,32,1,1,1,4,7,3,5,0,1130.03,1,Footwear,UPI,Mobile App,Changed mind,Budget,962,5,3,2,0,none
