order_id,transaction_id,customer_id,product_id,category,amount,quantity,order_date,payment_method,customer_location,device_id,channel,shipping_date,delivery_status,return_status,return_request_date,return_reason,return_resolution,refund_amount,refund_date,customer_segment,customer_tenure_days,shipping_address_id,billing_address_id,abuse_label,abuse_type
ORD100049,TXN100049,CUST100009,FAS-0036,Fashion,618.48,1,2024-04-03,Wallet,"Guwahati, Assam",DEV200381,Website,2024-04-05,Cancelled,Not Returned,,,,,,Mass Market,200,ADDR301650,ADDR301650,0,none
ORD100050,TXN100050,CUST100009,BEA-0002,Beauty,420.79,1,2024-10-07,Wallet,"Guwahati, Assam",DEV200381,Mobile App,2024-10-09,Delivered,Not Returned,,,,,,Mass Market,200,ADDR301650,ADDR301650,0,none
ORD100051,TXN100051,CUST100010,HOM-0047,Home,1542.58,1,2024-01-28,Debit Card,"Bhopal, Madhya Pradesh",DEV202111,Marketplace,2024-01-29,Delivered,Refunded,2024-02-09,Damaged product,refund,921.74,2024-02-09,Premium,508,ADDR303071,ADDR303071,0,none
ORD100052,TXN100052,CUST100010,GRO-0019,Grocery,236.69,2,2024-02-13,Debit Card,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-02-15,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100053,TXN100053,CUST100010,SPO-0057,Sports,2612.75,1,2024-05-04,Credit Card,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-05-07,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100054,TXN100054,CUST100010,FAS-0010,Fashion,2373.79,1,2024-09-12,UPI,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-09-14,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100055,TXN100055,CUST100010,FAS-0025,Fashion,1823.36,1,2024-10-06,Wallet,"Bhopal, Madhya Pradesh",DEV202111,Social Commerce,2024-10-08,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100056,TXN100056,CUST100010,FAS-0014,Fashion,386.14,1,2024-10-06,Debit Card,"Bhopal, Madhya Pradesh",DEV202111,Website,2024-10-10,Pending,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100057,TXN100057,CUST100010,BEA-0007,Beauty,1424.72,3,2024-11-18,Wallet,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-11-21,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100058,TXN100058,CUST100010,HOM-0038,Home,729.21,1,2024-12-14,Wallet,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-12-17,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100059,TXN100059,CUST100010,GRO-0037,Grocery,632.22,2,2024-12-19,Debit Card,"Bhopal, Madhya Pradesh",DEV202111,Mobile App,2024-12-23,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100060,TXN100060,CUST100010,ELE-0043,Electronics,1302.73,1,2024-12-28,UPI,"Bhopal, Madhya Pradesh",DEV203181,Marketplace,2024-12-31,Delivered,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100061,TXN100061,CUST100010,BEA-0025,Beauty,257.41,1,2024-12-31,UPI,"Bhopal, Madhya Pradesh",DEV202111,Website,2024-12-31,Pending,Not Returned,,,,,,Premium,508,ADDR303071,ADDR303071,0,none
ORD100062,TXN100062,CUST100011,BEA-0006,Beauty,143.87,1,2024-02-27,UPI,"Raipur, Chhattisgarh",DEV202110,Website,2024-03-02,Shipped,Not Returned,,,,,,Budget,45,ADDR302616,ADDR302616,0,none
ORD100063,TXN100063,CUST100012,FAS-0029,Fashion,623.47,1,2024-10-28,Credit Card,"Vijayawada, Andhra Pradesh",DEV200953,Website,2024-10-31,Delivered,Refunded,2024-11-02,Other,refund,598.45,2024-11-03,Budget,813,ADDR302175,ADDR302175,0,none
ORD100064,TXN100064,CUST100013,BEA-0036,Beauty,462.36,2,2024-04-12,UPI,"Bengaluru, Karnataka",DEV201139,Mobile App,2024-04-13,Delivered,Not Returned,,,,,,Mass Market,1152,ADDR302845,ADDR302845,0,none
ORD100065,TXN100065,CUST100013,SPO-0015,Sports,300.0,1,2024-05-31,Net Banking,"Bengaluru, Karnataka",DEV201139,Marketplace,2024-06-04,Cancelled,Not Returned,,,,,,Mass Market,1152,ADDR302845,ADDR301595,0,none
ORD100066,TXN100066,CUST100013,GRO-0007,Grocery,64.83,1,2024-06-30,Wallet,"Bengaluru, Karnataka",DEV201139,Marketplace,2024-07-04,Delivered,Not Returned,,,,,,Mass Market,1152,ADDR302845,ADDR302845,0,none
ORD100067,TXN100067,CUST100013,FAS-0037,Fashion,649.23,1,2024-11-30,UPI,"Bengaluru, Karnataka",DEV201139,Mobile App,2024-12-03,Delivered,Not Returned,,,,,,Mass Market,1152,ADDR302845,ADDR301643,0,none
ORD100068,TXN100068,CUST100014,HOM-0016,Home,1802.19,2,2024-10-10,UPI,"Delhi, Delhi",DEV201511,Mobile App,2024-10-14,Delivered,Not Returned,,,,,,High Value,676,ADDR301862,ADDR301862,0,none
ORD100069,TXN100069,CUST100015,BEA-0049,Beauty,1921.32,3,2024-11-25,UPI,"Bhopal, Madhya Pradesh",DEV201593,Website,2024-11-28,Cancelled,Not Returned,,,,,,Budget,432,ADDR302309,ADDR302309,0,none
ORD100070,TXN100070,CUST100016,SPO-0025,Sports,2094.77,2,2024-01-10,UPI,"Mysuru, Karnataka",DEV202702,Marketplace,2024-01-13,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100071,TXN100071,CUST100016,ACC-0018,Accessories,317.07,1,2024-01-27,Debit Card,"Mysuru, Karnataka",DEV202702,Marketplace,2024-01-29,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100072,TXN100072,CUST100016,ELE-0027,Electronics,4357.06,3,2024-04-05,Credit Card,"Mysuru, Karnataka",DEV202702,Mobile App,2024-04-09,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100073,TXN100073,CUST100016,FAS-0014,Fashion,923.89,1,2024-04-09,Wallet,"Mysuru, Karnataka",DEV202702,Website,2024-04-10,Delivered,Return Requested,2024-04-21,Changed mind,replacement,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100074,TXN100074,CUST100016,FAS-0019,Fashion,263.73,1,2024-04-15,Credit Card,"Mysuru, Karnataka",DEV202702,Mobile App,2024-04-18,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR302307,0,none
ORD100075,TXN100075,CUST100016,HOM-0045,Home,2031.03,3,2024-04-17,Debit Card,"Mysuru, Karnataka",DEV202702,Website,2024-04-21,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100076,TXN100076,CUST100016,HOM-0005,Home,529.04,1,2024-04-17,UPI,"Mysuru, Karnataka",DEV202702,Marketplace,2024-04-18,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100077,TXN100077,CUST100016,SPO-0028,Sports,1739.08,2,2024-07-30,UPI,"Mysuru, Karnataka",DEV202702,Website,2024-08-02,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301028,0,none
ORD100078,TXN100078,CUST100016,SPO-0012,Sports,4014.24,3,2024-09-05,Net Banking,"Mysuru, Karnataka",DEV202702,Website,2024-09-06,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR300042,0,none
ORD100079,TXN100079,CUST100016,GRO-0038,Grocery,84.3,1,2024-12-09,Credit Card,"Mysuru, Karnataka",DEV202702,Marketplace,2024-12-11,Delivered,Not Returned,,,,,,Budget,696,ADDR301946,ADDR301946,0,none
ORD100080,TXN100080,CUST100017,GRO-0043,Grocery,98.44,1,2024-04-06,Debit Card,"Agra, Uttar Pradesh",DEV201999,Website,2024-04-09,Delivered,Return Requested,2024-04-19,Late delivery,replacement,,,Mass Market,829,ADDR301340,ADDR301340,0,none
ORD100081,TXN100081,CUST100017,SPO-0021,Sports,743.42,1,2024-04-13,Credit Card,"Agra, Uttar Pradesh",DEV201999,Mobile App,2024-04-16,Delivered,Return Requested,2024-04-27,Changed mind,replacement,,,Mass Market,829,ADDR301340,ADDR301340,1,serial_return_abuse
ORD100082,TXN100082,CUST100017,FAS-0027,Fashion,1180.45,1,2024-05-06,Debit Card,"Agra, Uttar Pradesh",DEV201999,Marketplace,2024-05-09,Delivered,Not Returned,,,,,,Mass Market,829,ADDR301340,ADDR301340,0,none
ORD100083,TXN100083,CUST100017,ELE-0026,Electronics,847.57,1,2024-07-28,UPI,"Agra, Uttar Pradesh",DEV201999,Website,2024-07-31,Delivered,Not Returned,,,,,,Mass Market,829,ADDR301340,ADDR301340,0,none
ORD100084,TXN100084,CUST100017,FAS-0005,Fashion,693.92,1,2024-09-04,UPI,"Agra, Uttar Pradesh",DEV201999,Mobile App,2024-09-08,Delivered,Returned,2024-09-15,Wrong product,replacement,,,Mass Market,829,ADDR301340,ADDR301340,1,serial_return_abuse
ORD100085,TXN100085,CUST100017,GRO-0010,Grocery,106.15,1,2024-11-01,Wallet,"Agra, Uttar Pradesh",DEV201999,Social Commerce,2024-11-05,Delivered,Not Returned,,,,,,Mass Market,829,ADDR301340,ADDR301340,0,none
ORD100086,TXN100086,CUST100017,HOM-0013,Home,418.35,1,2024-11-20,Credit Card,"Agra, Uttar Pradesh",DEV201999,Website,2024-11-24,Delivered,Not Returned,,,,,,Mass Market,829,ADDR301340,ADDR301340,0,none
ORD100087,TXN100087,CUST100017,SPO-0043,Sports,1398.59,1,2024-12-20,Credit Card,"Agra, Uttar Pradesh",DEV201999,Mobile App,2024-12-24,Delivered,Refunded,2024-12-24,Other,refund,1349.25,2024-12-29,Mass Market,829,ADDR301340,ADDR301340,1,serial_return_abuse
ORD100088,TXN100088,CUST100018,HOM-0021,Home,628.16,1,2024-01-02,UPI,"Mysuru, Karnataka",DEV201009,Mobile App,2024-01-04,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100089,TXN100089,CUST100018,FAS-0031,Fashion,368.52,1,2024-01-10,UPI,"Mysuru, Karnataka",DEV201009,Website,2024-01-12,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100090,TXN100090,CUST100018,GRO-0032,Grocery,225.12,1,2024-01-17,UPI,"Mysuru, Karnataka",DEV201009,Marketplace,2024-01-18,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100091,TXN100091,CUST100018,BEA-0007,Beauty,286.39,1,2024-01-21,UPI,"Mysuru, Karnataka",DEV201009,Social Commerce,2024-01-25,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100092,TXN100092,CUST100018,FOO-0004,Footwear,1255.9,1,2024-02-06,EMI,"Mysuru, Karnataka",DEV201009,Mobile App,2024-02-08,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100093,TXN100093,CUST100018,FAS-0007,Fashion,2115.18,2,2024-05-14,UPI,"Mysuru, Karnataka",DEV201009,Marketplace,2024-05-16,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100094,TXN100094,CUST100018,ACC-0032,Accessories,384.89,2,2024-05-24,Credit Card,"Mysuru, Karnataka",DEV201009,Mobile App,2024-05-26,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100095,TXN100095,CUST100018,FAS-0007,Fashion,2189.18,3,2024-06-15,UPI,"Mysuru, Karnataka",DEV201009,Mobile App,2024-06-17,Pending,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100096,TXN100096,CUST100018,FAS-0020,Fashion,884.93,1,2024-07-01,Wallet,"Mysuru, Karnataka",DEV201009,Website,2024-07-04,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100097,TXN100097,CUST100018,SPO-0018,Sports,1181.02,2,2024-07-06,Net Banking,"Mysuru, Karnataka",DEV201009,Mobile App,2024-07-09,Pending,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100098,TXN100098,CUST100018,HOM-0030,Home,588.99,1,2024-08-11,UPI,"Mysuru, Karnataka",DEV201009,Marketplace,2024-08-14,Delivered,Return Requested,2024-08-26,Product not as described,replacement,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100099,TXN100099,CUST100018,SPO-0012,Sports,847.51,1,2024-08-31,UPI,"Mysuru, Karnataka",DEV201009,Mobile App,2024-09-04,Delivered,Refunded,2024-09-10,Damaged product,refund,659.89,2024-09-17,Premium,290,ADDR302533,ADDR302533,1,serial_return_abuse
ORD100100,TXN100100,CUST100018,HOM-0041,Home,758.19,1,2024-09-02,Credit Card,"Mysuru, Karnataka",DEV201009,Mobile App,2024-09-03,Delivered,Refunded,2024-09-05,Product not as described,refund,758.19,2024-09-06,Premium,290,ADDR302533,ADDR302533,1,serial_return_abuse
ORD100101,TXN100101,CUST100018,ELE-0050,Electronics,1646.63,1,2024-09-05,Net Banking,"Mysuru, Karnataka",DEV201009,Mobile App,2024-09-08,Delivered,Refunded,2024-09-09,Damaged product,refund,1473.17,2024-09-12,Premium,290,ADDR302533,ADDR302533,0,none
ORD100102,TXN100102,CUST100018,HOM-0024,Home,662.88,1,2024-10-04,Debit Card,"Mysuru, Karnataka",DEV201009,Mobile App,2024-10-06,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100103,TXN100103,CUST100018,FAS-0028,Fashion,368.52,1,2024-10-06,UPI,"Mysuru, Karnataka",DEV201009,Social Commerce,2024-10-09,Delivered,Refunded,2024-10-10,Size issue,refund,301.87,2024-10-17,Premium,290,ADDR302533,ADDR302533,0,none
ORD100104,TXN100104,CUST100018,FAS-0003,Fashion,1110.48,1,2024-10-11,Net Banking,"Mysuru, Karnataka",DEV201009,Mobile App,2024-10-13,Delivered,Refunded,2024-10-16,Size issue,refund,872.35,2024-10-16,Premium,290,ADDR302533,ADDR302533,1,serial_return_abuse
ORD100105,TXN100105,CUST100018,BEA-0025,Beauty,533.92,1,2024-10-17,Credit Card,"Mysuru, Karnataka",DEV201009,Mobile App,2024-10-18,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100106,TXN100106,CUST100018,BEA-0019,Beauty,435.25,1,2024-10-19,Net Banking,"Mysuru, Karnataka",DEV201009,Mobile App,2024-10-21,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100107,TXN100107,CUST100018,GRO-0008,Grocery,122.84,2,2024-11-03,Net Banking,"Mysuru, Karnataka",DEV201009,Website,2024-11-04,Delivered,Not Returned,,,,,,Premium,290,ADDR302533,ADDR302533,0,none
ORD100108,TXN100108,CUST100018,FAS-0005,Fashion,2818.55,3,2024-11-10,Net Banking,"Mysuru, Karnataka",DEV201009,Mobile App,2024-11-12,Delivered,Return Requested,2024-11-23,Product not as described,refund,,,Premium,290,ADDR302533,ADDR302533,1,serial_return_abuse
ORD100109,TXN100109,CUST100019,SPO-0043,Sports,592.79,1,2024-05-30,Wallet,"Guwahati, Assam",DEV201248,Mobile App,2024-05-31,Pending,Not Returned,,,,,,Budget,205,ADDR300010,ADDR300010,0,none
